610,0
620,1
710,0
740,0
750,1
790,1
1030,1
1050,0
1070,1
1080,1
1130,0
1170,0
1180,1
1240,0
1250,0
1280,0
1330,0
1360,0
1390,0
1400,1
1420,1
1430,0
1480,0
1490,0
1510,1
1560,0
1570,1
1580,1
1620,1
1660,0
1700,1
1730,1
1740,0
1790,0
1860,0
1870,0
1940,1
1950,0
1960,0
1970,0
2000,0
2090,1
2190,1
2200,0
2310,1
2350,0
2360,1
2410,1
2450,0
2460,0
2500,1
2550,1
2590,1
2610,0
2650,0
2660,0
2780,0
2820,0
2830,0
2840,0
2890,1
2900,2
2910,0
2920,2
2940,1
2950,1
3030,0
3040,1
3050,0
3060,0
3070,0
3090,0
3110,3
3160,0
3170,1
3190,1
3200,1
3230,1
3240,0
3250,0
3310,1
3320,0
3350,1
3360,0
3370,0
3390,1
3400,1
3410,0
3420,1
3440,0
3510,2
3520,2
3580,0
3590,2
3610,0
3620,0
3650,0
3660,0
3670,1
3680,1
3720,1
3730,1
3740,0
3750,1
3780,0
3790,1
3800,1
3830,1
3840,1
3860,0
3870,1
3910,0
3920,1
4010,1
4020,0
4040,1
4080,0
4100,1
4150,1
4180,1
4220,3
4230,0
4260,0
4270,0
4300,1
4310,0
4320,1
4330,4
4370,1
4380,0
4420,1
4430,0
4440,2
4450,1
4470,0
4520,2
4540,1
4550,1
4590,2
4600,2
4610,0
4620,0
4630,0
4640,0
4650,0
4660,2
4680,0
4700,1
4710,1
4720,1
4730,2
4740,0
4750,0
4760,0
4780,0
4800,1
4810,1
4840,2
4850,2
4870,1
4890,1
4900,0
4910,2
4920,1
4930,1
4940,3
4950,1
4960,1
4990,1
5010,0
5020,2
5050,1
5070,1
5080,0
5090,1
5110,0
5120,0
5160,1
5170,0
5180,0
5190,0
5200,0
5220,2
5250,1
5260,0
5280,2
5290,1
5310,0
5330,0
5340,1
5360,1
5380,0
5410,1
5420,1
5430,0
5440,0
5450,1
5460,4
5470,1
5490,1
5500,4
5520,2
5540,1
5550,0
5560,1
5580,0
5590,3
5600,0
5610,1
5620,2
5660,1
5680,0
5690,0
5700,0
5720,0
5740,1
5750,0
5770,0
5790,1
5800,2
5810,0
5830,1
5840,0
5870,1
5890,1
5900,0
5910,0
5920,0
5930,1
5940,2
5950,0
5960,0
5970,1
6000,1
6010,1
6020,1
6030,1
6050,1
6070,0
6080,2
6090,1
6110,1
6130,1
6150,0
6170,0
6200,3
6220,0
6230,0
6240,2
6250,1
6270,3
6280,3
6300,0
6320,2
6330,0
6360,0
6370,2
6440,0
6450,0
6460,2
6490,1
6500,0
6510,0
6520,1
6530,3
6540,3
6550,0
6570,2
6580,0
6590,1
6600,1
6620,3
6630,1
6640,1
6660,0
6680,1
6690,3
6700,0
6710,3
6740,0
6760,3
6790,1
6800,1
6810,1
6820,0
6840,1
6850,2
6870,2
6880,2
6890,0
6900,0
6920,0
6930,0
6940,2
6960,0
6970,2
7010,0
7020,3
7030,0
7080,0
7090,0
7110,0
7120,0
7130,1
7150,1
7160,1
7180,0
7190,1
7210,5
7220,2
7240,0
7260,0
7270,1
7280,3
7290,0
7300,2
7320,1
7330,3
7350,2
7370,0
7380,0
7390,0
7400,1
7410,5
7420,1
7430,2
7440,1
7460,1
7470,4
7480,1
7490,1
7500,1
7510,0
7520,0
7530,3
7540,4
7550,1
7570,2
7580,3
7590,0
7610,1
7640,0
7660,0
7680,0
7690,0
7700,1
7710,3
7730,0
7750,1
7770,1
7780,3
7790,0
7810,0
7820,1
7840,1
7860,1
7890,2
7900,1
7910,1
7920,1
7930,1
7950,0
7960,0
7970,0
7980,0
7990,1
8000,2
8020,0
8030,2
8040,0
8060,1
8070,1
8090,2
8100,1
8110,1
8120,2
8140,0
8150,3
8170,1
8190,1
8200,1
8210,2
8230,1
8260,0
8270,1
8280,2
8310,1
8320,1
8330,1
8340,0
8350,2
8370,1
8400,0
8420,1
8430,2
8440,0
8450,0
8460,2
8470,1
8480,1
8510,1
8520,4
8540,2
8550,0
8560,2
8570,0
8600,0
8640,2
8670,0
8710,2
8720,1
8730,2
8740,0
8750,2
8760,2
8770,0
8780,0
8790,3
8800,3
8820,1
8830,0
8840,0
8850,1
8860,0
8870,1
8880,1
8890,3
8920,1
8930,0
8940,1
8950,2
8960,1
8970,0
8980,0
8990,5
9000,1
9010,3
9030,2
9040,0
9050,0
9060,0
9080,1
9090,0
9100,2
9110,1
9120,2
9130,0
9140,1
9160,2
9180,0
9210,0
9220,2
9230,1
9240,1
9250,0
9260,2
9280,0
9290,1
9300,2
9310,1
9320,0
9330,0
9350,0
9360,1
9370,0
9380,4
9390,0
9400,1
9420,2
9440,3
9450,0
9460,0
9470,2
9480,1
9490,1
9520,2
9530,3
9540,0
9550,4
9560,6
9570,1
9590,2
9600,2
9650,1
9690,1
9740,4
9750,1
9760,2
9770,1
9780,0
9790,0
9800,1
9810,2
9820,0
9880,0
9890,1
9900,0
9910,0
9930,1
9990,0
10010,0
10020,6
10030,1
10040,0
10050,3
10060,1
10100,1
10110,0
10120,1
10130,0
10160,2
10170,0
10180,1
10210,2
10220,1
10230,0
10240,5
10270,1
10280,0
10290,2
10300,3
10310,3
10320,0
10330,0
10370,1
10390,0
10400,0
10410,0
10420,1
10430,1
10440,2
10450,1
10460,4
10480,4
10490,0
10500,0
10510,2
10540,1
10560,1
10570,2
10580,1
10590,4
10600,0
10610,1
10620,2
10640,1
10650,3
10660,0
10670,1
10680,0
10690,2
10700,1
10730,0
10740,0
10770,0
10800,0
10830,0
10840,1
10850,0
10860,2
10880,1
10890,0
10900,0
10910,1
10920,0
10930,0
10940,4
10950,1
10960,0
10970,1
10980,0
10990,1
11000,0
11040,0
11050,2
11060,0
11100,0
11120,1
11130,1
11140,0
11150,0
11170,5
11180,0
11190,1
11200,0
11230,1
11240,0
11250,1
11260,1
11280,1
11290,0
11310,0
11320,1
11330,1
11340,0
11370,0
11380,1
11390,0
11420,1
11430,0
11440,0
11450,1
11460,0
11480,2
11500,0
11510,0
11530,2
11550,2
11560,1
11570,3
11580,0
11610,2
11630,0
11640,0
11660,3
11670,0
11690,1
11700,0
11710,0
11720,2
11730,1
11740,2
11750,1
11760,1
11770,2
11780,2
11790,3
11800,5
11820,0
11830,1
11840,1
11850,0
11860,1
11870,5
11880,0
11900,2
11910,2
11920,1
11930,0
11940,2
11960,1
11970,1
11990,1
12000,4
12010,0
12020,0
12030,2
12050,0
12060,1
12100,4
12130,3
12140,1
12160,0
12180,2
12200,1
12210,2
12220,3
12250,1
12260,2
12270,1
12280,2
12290,1
12300,0
12320,1
12330,2
12340,2
12350,4
12360,0
12370,1
12380,1
12390,2
12410,1
12420,1
12430,2
12440,0
12450,1
12470,2
12490,0
12510,1
12520,1
12530,3
12540,2
12550,1
12560,0
12570,2
12580,3
